,text
22882,So happy to be here and watching this video. It makes my day and it&#39;s a great motivation to keep trying which we can learn from you. Keep posting such videos so that we will also be able to know different things.
22883,Great Ma&#39;am u r best motivation 👍
22884,Can you make videos on Indian Scientists or interview them for further inspiration.<br>I usually watch podcast from Khan Academy but can you start this as well from Indian perspective.
22885,"Ma&#39;am please tell where should I find DPP for GATE-ECE, because i&#39;m preparing through self-study. I just need problems for practice. Please review, ma&#39;am... Thank you☺"
22886,Maam I have a question : <br>Is offline or online coaching better? Which medium is convenient?
22887,You look like norha fatehi... Dancer
22888,You look like norha fatehi... Dancer
22889,You look like norha fatehi... Dancer
22890,You look like norha fatehi... Dancer
22891,UP Board se to achha hi hoga 😂😂
22892,That moment when u said :- my father was crying and think about that feeling if you want to do something it made me cry 😭 really . <br>You are the inspiration to all of please keep making videos on life after gate so that it will motivate us.<br>If you see my comment please like it.
22893,Mam please make a video on speaking english
22894,You look like Vaani Kapoor..😊
22895,Waiting for your next video😍
22896,First time into this channel and you sister really inspired me💙💙
22897,"Beautiful...insipired by listening to you but indeed we all indians have the same story until we succeeds. May Prosper , be safe."
22898,"Could you give me your number or mail Id, I need it very much, I think your help may change my perception towards myself.....please please"
22899,Share your experience please
22900,I couldn&#39;t get isi guy to know more about them
22901,Hi can I get your whatsapp or gmail
22902,"Same happened with me when I was nothing no one listened me <br>Now m studying in indian statistical institute Kolkata<br>I cracked ISRO scientist ,Gate, nielit scientist so people start listening me but my advice is u should listen failure stories so tht u will know wht not to do ❤️ All the best to everyone"
22903,Mam how did you improve your english. Plz make a video on this.
22904,Mam are you from korba CG ??
22905,You are looks like dherya in aspirant Web series 😀😀
22906,If anyone wants to take any course from unacademy do contact me you will get 15% discount
22907,Iocl Mumbai see the vlog video
22908,Her rank was 67 and she is currently doing job in IOCL (pune)
22909,"what is your gate rank, your Btech stream, and in which IIT you are in now??"
22910,@Saniul Sk I am in iitb thermal but psu is my first target alys
22911,"Seriously!? You could take admission in old iit in core branches (Design,thermal)"
22912,Man I have 150 rank in gate 2020  mechanical branch but it’s more than one year still I am unemployed and waiting ongc recruitment pls reply that wilt your contact can u tell us that when will ongc recruitment come
22913,"Goosebumps, Mam u literally boosted my confidence 😭😭😭😭😭😭😭😭😭😭😭😭😭"
22914,Hy I am also from this town but after studying class 8 th then I go to CBSE school in Bhilai  I also give cgpet exam but I got only 50 marks 2700 rank this year   I want CASE branch from bit durg I hope I will get but chance is rare and she is  Beauty with mind   she is very talented
22915,I am from Saraswati Vidya mandir😁 can relate
22916,"Yes, please do a video on life in PSU&#39;s"
22917,"Prajakta you are not just beautiful outside which you are but you have more beautiful soul. You are inspiration to common people like us. Please keep making videos, by accident I found your videos then i saw your igate interview of 2018. Really great to see making video, also pls ignore negative people. If possible make more vids on your Prepration Statergy for Gate, companies you are working or placement idea."
22918,Mam EE ke liye kaun sa online coaching best h ??? Plzzz suggest me mam
22919,I can cleary see a big change in the way you are presenting your thoughts prajakta. I can say this because I&#39;m watching your videos from very beginning.
22920,Before this video I wasted my 10-15days by lossing momentum becoz of Ugadi. Now I started watching this video for you but at finally you made me realize what I need to do. One thing stuck in my mind now I am in my middle of gate journey and must not leave the things in middle. So now I got a clarity on me. I won&#39;t leave this in middle and I will complete it
22921,You are presently in psu or iit
22922,Bit durg
22923,Where u did graduation from?
22924,I an from chattisgarh as well
22925,I never miss your single video
22926,"Best part <a href=""https://www.youtube.com/watch?v=3oMXsnXW5Sw&amp;t=10m22s"">10:22</a> 😍 Thank you so much for the video didi 😇"
22927,Which branch did you chose for gate??
22928,"@Tanuj Sharma lol. many people who seem to inspire others can&#39;t have their own deep rooted issues? bill gates inspires many but he has his own issues, same with steve jobs who had bad anger issues. heck even ram rahim inspired many but we know how many issues he had. i&#39;m not calling her a bad person. I am just pointing out room for improvement because her inferiority complex is unwarranted.stop simping mate. you&#39;re better than that."
22929,"@Tanuj Sharma did you even hear what he said? he said the truth. if you cant hear it , dont try to kill the messenger."
22930,"There is no white without black, its all about perception."
22931,"You need Talent to demotivate someone when they are source of inspiration, you commented here did u have any youtube video inspiring people ?"
22932,"When u feel ashamed in telling ur school name &quot; Saraswati gyan mandir&quot; ... And feel so proud to tell Misssionary or christian school name (in general I&#39;m saying this, not for an individual)"
22933,Yes I too need that video
22934,Please make videos on how to apply for PSUs and when to apply and which one to choose for CS graduate 🙏🏻🙏🏻<br>There is hardly any information available on net about that..<br>It will be very helpful
22935,MSc kis IIT se kar rahe ho
22936,@Gagan Soni physics
22937,Bhai bhai subject bata🐁
22938,Congrats bro
22939,👍
22940,I secured AIR-71 in IIT-JAM 2021
22941,"Didi, Can I join PSUs with GATE after M.Sc.(Physics)?"
22942,Didi plz make vidieo on &quot;Life in psu&quot;
22943,"Please make a video on life at psu , what work you do / work life balance"
22944,Have you done any internships during your preparation?
22945,I feel like you wanted to record your achievements and your lifestyle on YouTube! <br>Why you started this YouTube channel??
22946,🌸🌸
22947,Please make a video on work culture of psu
22948,Wow👌👌👌
22949,"Rank is just a number, only sincerity matters in success.<br>I may not have a rank like you, but it hardly matters<br>But still I am able to motivate people.<br>We have to change the narrative.<br>Motivation has nothing to do with RANK.<br><br>AND the first line is from IIT BOMBAY Director."
22950,Hi @prajakta gd eve...<br>Actually i want to attend the gate exam but how can improve my self for study. I have passed in 2015 and me branch.<br>Now a days suffering corona and maintain the family. I can&#39;t concentrated focuses on gate.<br>Can you suggest me how will have to do...
22951,I have a doubt. I generally get distracted. Have you done any internship in your college time?
22952,Sister inspired from you. Love from Tamil Nadu ❤
22953,Hello Prajakta di.... Kya aap ek video iske upar bna sakte ho jab aap gate ki preparation kar rahe the aapne sath mein placements ko kaise handle kiya btech mein aap placement mein baithe the.... Di please make video on this... Please give your opinion... I really need it
22954,When we get  ukulele cover ma&#39;am
22955,Mam... U are very down to earth...
22956,"Hey mam, please make a video about your life or day in PSU."
22957,❤️
22958,Really you very inspirable for me didi
22959,Real life inspirational journey<br>Thank you very much
22960,Despite of belonging from hindi medium your english is great 💯
22961,i love your innoncence  and u look soo preety than any other girl to me.🙏
22962,Super mam
22963,🙏🙏🙏❤️❤️
22964,Mam Will psu recruit through gate
22965,I will going to purpose you after this year i.e after scoring good rank in gate I cleared this year too but rank was not upto that good
22966,Which PSU u are in..??
22967,Madam me korba se hu... Aap kha se ho
22968,"<a href=""https://youtu.be/eHDTg_PNiyI"">https://youtu.be/eHDTg_PNiyI</a>"
22969,This is the most inspiring and emotional video.<br>Seeing you Prajakta Ma&#39;am makes everything possible!!!<br>You are that sponge that absorbs every negativity and radiate positivity .<br>Thank you so much for making this video 🙏🙏🙏
22970,"Great ma&#39;am 😊, Literally u r inspiration 🙌❤️"
22971,How are preparing ? .I am also in 2nd year but very clueless about my preparation
22972,<b>Even Im preparing For Gate and</b> <b>ESE.Currently im in my second semester</b> <b>Mechanical Branch and will appear for</b> <b>Gate in 2023. These Sort videos surely</b> <b>Motivate Aspirants like Me</b><br><b>Thanks alot Di</b>
22973,Please make a video on PSUs.... Please
22974,Thanks for inspired me🙏🙏🙏🙏
22975,"Ya the end was touchy a bit!! But as the name suggests <a href=""http://www.youtube.com/results?search_query=%23bringing__smiles"">#Bringing__Smiles</a> suits you perfectly!!"
22976,Long Wait is Over!! You are Always Inspirational mam!
22977,"Didi, I was waiting for this for so longggg❤️"
22978,Glad to know that you are from chhattisgarh di!!!
22979,Requesting you to post your next vedio as early as possible 😂😂
22980,Dii ur every videos are very inspiring and always boost me up but this video has literally touched my heart lots of respect to you sister🙏🙏🙏
22981,Madam I have a small request how can we get job in US after our mtech ...
22982,bengal m vacancy kab ayega
22983,😃😃😉
22984,आभार♥️ आज का मेरा टार्गेट आपकी वजह से पूरा होगा।
22985,"Video starts at <a href=""https://www.youtube.com/watch?v=3oMXsnXW5Sw&amp;t=8m25s"">8:25</a>"
22986,nice video ☺️.. can u suggest me which test series is good for gate 2022.. ace academy or made easy? as it included MSQ questions as well
22987,Di mja aa gya🎉🎉🎉
22988,Mam how do you manage cse and gate preparation with learning programming and new skills with building projects
22989,Kitna score???
22990,What are u doing after scoring air under 100
22991,@Vandana Kanojiya u have done btech or mca
22992,@Rahul Sharma what do you mean by remaining time?
22993,Heyy ...Used to watch your videos during my preparation...Got AIR 38 in 2021 gate cse .... lots of love to you ... 😍❣❤
22994,Aapka har ek video gives us lot of positivity &amp; there is no doubt that you are really good inspiration for gate Aspirants.......<br>Keep motivating us @bringing__smiles
22995,Ma&#39;am you are my inspiration . I also want to get a job in iocl🙂
22996,Thanks ma&#39;am
22997,Can&#39;t wait for the video &quot;Life at PSU&quot; :)
22998,"Hi Prajakta dii<br>I&#39;m using your tips for jee advanced2021 and that they&#39;re awesome.<br>Even though we are far apart I think we&#39;re alot closer through the channel.<br>Stay safe didu, condition is really bad.<br>Tc❤️🙏🏻<br>Thnx rii"
22999,"Di what type of work do u do in psu now ? <br><br>I&#39;m very bad in coding , should I try for it  , or shd I put full concentration on gate <br>Please guide me"
23000,"Nice,,,,"
23001,Mam in which psu you are now working also mam what type of work in psu you have to do?Yes mam you are an inspiration for us who are preparing for GATE by self study...
23002,"Mam can u please make a video on how to use test series in best way. Like when to give subject test , topic test etc? Please mam"
23003,Really proud of you praju
23004,Inspired 😍😍😍
23005,Working for smiles of my parents
23006,"Literally mam when you talk about parents proud of their child when they achieve something,I also felt that moment.☺️"
23007,Best video till date 👍💫
23008,👍👍
23009,😁😁😁😁
23010,They look so similar 🤔
23011,😂😂
23012,Mam Aapne TVF ki aspirent web series me kam Kiya he ? role of dhairya??😁
23013,Thankyou mam ❣️
23014,DBMS smjh aaagya mam 😁♥️thanku ♥️
23015,@Hritwik Singh thanks for the reply bruh <br><br>If u don&#39;t mind can u tell me what e u doing now like did u get addmission in IIT for Mtech or did u apply for soemthing diff I&#39;m very confiused with this stuff
23016,@hunter marks 50 gate score 707
23017,@More_bit I think focus more on core subjects because this time communication edc emt have very hug weightage so keep good hold on basic subjects like control network signals and do hardcore practice for core subjects.<br>For ques keep practicing previous year and test series acc to your suitability.<br>And just chill out u will do wonders👍👍
23018,Hritwik bro whats your marks and score
23019,Bhai I&#39;m preparing from ECE plss can u tell me how u prepared and what did u use for practise <br><br><br>I hope u reply bro
